module_group,avg_total_l2,avg_ratio,ratio_std,avg_ma_total,avg_std_total,avg_sparsity,avg_heavy_tail,stability_ratio,recommended_bits,rationale
image_encoder.neck.convs.0,0.0037738035570446696,0.0005871557736196074,0.0002164385557967478,0.0037982555995631218,0.0013608139219389733,0.952403987637601,21450.075120620237,0.3582733932112139,32,Extreme gradient-to-weight scaling
image_encoder.neck.convs.1,0.008845835019715394,0.0009270325557938999,0.00035630190511635524,0.008874798110804221,0.0034593326117846436,0.9526550242226786,18315.19271612196,0.38979282329512777,32,Extreme gradient-to-weight scaling
image_encoder.neck.convs.2,0.0006055601157917724,0.00011743824513373762,7.384862846590759e-05,0.0006072446624489548,0.00036113211479670313,0.9521069159221135,22732.96776835281,0.5947061162140063,32,Extreme gradient-to-weight scaling
image_encoder.neck.convs.3,0.001270052170505788,0.00035628373709153217,0.0002964329687612504,0.0012677839063541506,0.0009214870953624555,0.9745793817580616,12596.832459018542,0.726848708793312,32,Extreme gradient-to-weight scaling
image_encoder.trunk.blocks.0,0.045422450034730784,0.0012135996594823532,0.0002573689622167095,0.045584052290254064,0.010669110829108715,0.9555637462376186,86892.05014090438,0.23405358438020626,32,Extreme gradient-to-weight scaling
image_encoder.trunk.blocks.1,0.04546774659353975,0.0007161713687468821,0.00022712591733066686,0.04553956999836221,0.013471771842999754,0.967872163287903,301755.3122561356,0.29582562688853353,32,Extreme gradient-to-weight scaling
image_encoder.trunk.blocks.10,0.019047509321541402,0.00014218760786955975,4.382737938017249e-05,0.019100264448150907,0.0058673059467245214,0.9591296552677313,56595.523270797756,0.30718453991313893,32,Extreme gradient-to-weight scaling
image_encoder.trunk.blocks.11,0.016569581978877108,0.0001301451650321971,4.1024796695282e-05,0.016626193430569536,0.005254099911790722,0.9586101754524196,35240.003148568605,0.3160133998038504,32,Extreme gradient-to-weight scaling
image_encoder.trunk.blocks.12,0.0150536459342398,0.0001170464261749785,3.840197987503417e-05,0.01511788351851033,0.004978787476578334,0.9576831132695373,29052.49742248957,0.3293309854175228,32,Extreme gradient-to-weight scaling
image_encoder.trunk.blocks.13,0.015834572808557823,0.00011072353516863951,3.840158973974295e-05,0.015922830289905227,0.0054729790946844645,0.9606287722953397,32107.392383670227,0.34371898682825436,32,Extreme gradient-to-weight scaling
image_encoder.trunk.blocks.14,0.010213189066232446,6.88511506162839e-05,2.560567137899519e-05,0.010285287977263923,0.003861234038448342,0.9672567536161042,180177.9890355866,0.37541331336407574,32,Extreme gradient-to-weight scaling
image_encoder.trunk.blocks.15,0.004282175443692089,2.641593039717279e-05,9.989311008792893e-06,0.0043139706865123004,0.0016182673029166528,0.9692619085787907,289286.4959329753,0.3751224615355389,32,Extreme gradient-to-weight scaling
image_encoder.trunk.blocks.2,0.019641872922450246,0.00023162282402176623,6.752905675987703e-05,0.01967509066809279,0.005706483126012139,0.9571077769525419,118228.64090631534,0.29003592523547433,32,Extreme gradient-to-weight scaling
image_encoder.trunk.blocks.3,0.040317747249189226,0.0003197373224148808,9.44541516754455e-05,0.040397820039371465,0.011810119696561452,0.9648143892397032,49155.82521563675,0.29234547025189433,32,Extreme gradient-to-weight scaling
image_encoder.trunk.blocks.4,0.0200975371728972,0.00014621943074731033,4.278769054105012e-05,0.0201392891138934,0.005758758690097512,0.9609929266312031,86327.25362434759,0.2859464729628785,32,Extreme gradient-to-weight scaling
image_encoder.trunk.blocks.5,0.02002911686517821,0.00014543646718905354,4.2586846329745545e-05,0.020045801436014893,0.005717553896613325,0.9602313514300793,36422.278783485366,0.2852245102229235,32,Extreme gradient-to-weight scaling
image_encoder.trunk.blocks.6,0.022979878323291774,0.00017709275508799688,5.0909915232587624e-05,0.022975110505534618,0.006467764727314883,0.9603709196335436,92237.61067720584,0.28151180059642467,32,Extreme gradient-to-weight scaling
image_encoder.trunk.blocks.7,0.02063190662835515,0.00017010425159979012,4.935695040014744e-05,0.02064796305955153,0.005855213492934602,0.9601693058223078,70741.7782781858,0.2835734196175851,32,Extreme gradient-to-weight scaling
image_encoder.trunk.blocks.8,0.02150014264377561,0.00018644262628952807,5.630744021818739e-05,0.02152524341055535,0.006357212513774151,0.958112967626351,82079.33720803163,0.2953375435771732,32,Extreme gradient-to-weight scaling
image_encoder.trunk.blocks.9,0.01924065311268054,0.00015498306015491258,4.697815442627823e-05,0.019272866114677312,0.00575853563120016,0.9584146404089615,50937.13838658948,0.29878979062770167,32,Extreme gradient-to-weight scaling
image_encoder.trunk.patch_embed.proj,0.08815046228941671,0.020424940112713542,0.002010456489006327,0.08814056731375042,0.009138784784202752,0.944051597974265,11253.149876409234,0.10368420652061143,32,Extreme gradient-to-weight scaling
image_encoder.trunk.pos_embed,0.005477394764412842,0.003214199268483636,0.0008260770824954146,0.005481627770719788,0.0013225713329116774,0.9969873756922105,1152110.0164780242,0.24127346624595997,32,Extreme gradient-to-weight scaling
image_encoder.trunk.pos_embed_window,0.00578064644714291,0.0030460129369174736,0.0008162652376404602,0.005767601360658503,0.0014677191533947925,0.9866400579894069,904788.7593422885,0.2544765252685943,32,Extreme gradient-to-weight scaling
mask_downsample.bias,7.305302779414546e-07,0.0002013680429813641,0.00022775761162820293,7.274660274863997e-07,7.727787708782292e-07,0.0,1.0,1.0622884666496355,16,High gradient dynamics or heavy tails
mask_downsample.weight,4.266632623028954e-07,2.6042739185496463e-06,5.149186350186386e-06,4.352168162268403e-07,7.172104719284846e-07,0.1777007892769649,1.427944726212319,1.6479383268009242,16,High gradient dynamics or heavy tails
maskmem_tpos_enc,9.766932644215903e-05,2.5094498671709395e-05,2.2377824968527982e-05,9.977705500578158e-05,8.393494740710772e-05,0.9643834112763274,963.3827012467161,0.841224942971549,32,Extreme gradient-to-weight scaling
memory_attention.layers.0.cross_attn_image,0.0049695003646809364,0.00030140087472503905,0.00019147984563016234,0.005079900210811829,0.0031074317902632714,0.9471999819061617,40629.81300160205,0.611711187485446,32,Extreme gradient-to-weight scaling
memory_attention.layers.0.linear1,0.0018984142464123258,6.900308420460873e-05,4.4311720546528927e-05,0.0019305338110173664,0.0012065151918611123,0.9936568761837069,495751.9103536393,0.6249645486526312,32,Extreme gradient-to-weight scaling
memory_attention.layers.0.linear2,0.0014197456554738794,0.0003619030795254919,0.00022707440049569505,0.001444955993291147,0.0008855106951688918,0.9508893302661391,28955.575799073613,0.6128288330442383,32,Extreme gradient-to-weight scaling
memory_attention.layers.0.norm1,0.000173551002802851,3.4849775073741595e-05,2.4311305913720267e-05,0.00017623096213759967,0.00011818193747027857,0.9252701740124505,474.61416283228255,0.6706082520164822,32,Extreme gradient-to-weight scaling
memory_attention.layers.0.norm2,7.999992755613545e-05,1.1279173434515134e-05,8.921863802879136e-06,8.176962345593279e-05,6.18984689572013e-05,0.9215366089895491,1086.6010385533216,0.7569861073233334,32,Extreme gradient-to-weight scaling
memory_attention.layers.0.norm3,0.0001994010164041341,3.257111903288648e-05,2.1522933517981915e-05,0.00020337540296325158,0.00012934747582602453,0.9218928527910176,475.3449908386685,0.6360035379961689,32,Extreme gradient-to-weight scaling
memory_attention.layers.0.self_attn,0.0014501704425680878,0.00021916706323264624,0.00013892088240385176,0.0014744360953004058,0.0009069224318689872,0.9614385365387873,54838.05318666917,0.6150978226589117,32,Extreme gradient-to-weight scaling
memory_attention.layers.1.cross_attn_image,0.005160793708128454,0.00022101368453482077,0.0001419099167747934,0.0052452766731348015,0.0033040077803389595,0.956768740392623,63442.0669954696,0.6299015259312039,32,Extreme gradient-to-weight scaling
memory_attention.layers.1.linear1,0.0020285421986560846,7.204161247144193e-05,4.5072338557079715e-05,0.0020664201631161072,0.0012541964425292174,0.9939317367102294,261924.86590276926,0.606941639902469,32,Extreme gradient-to-weight scaling
memory_attention.layers.1.linear2,0.0014218981161429442,0.00022187444672842375,0.00014127551437900126,0.0014485574550342408,0.000879428778718626,0.9557071107823497,66442.53377434387,0.6071065912244662,32,Extreme gradient-to-weight scaling
memory_attention.layers.1.norm1,0.0002960251642722666,5.020325388328897e-05,3.373954603230081e-05,0.0003038291315331185,0.0001934954460952306,0.9292043215606156,436.40045719270506,0.6368561339686377,32,Extreme gradient-to-weight scaling
memory_attention.layers.1.norm2,0.0001296075260484031,3.208557506920549e-05,2.6593343995700144e-05,0.00013060580274535915,0.00010200914518952556,0.9285072826080847,328.67685058947416,0.781046041180971,32,Extreme gradient-to-weight scaling
memory_attention.layers.1.norm3,0.00019213754284123135,3.4067205804368154e-05,2.191388653528085e-05,0.00019563740952291652,0.00012282691650923052,0.9174263610508809,301.27904909916725,0.6278293952509264,32,Extreme gradient-to-weight scaling
memory_attention.layers.1.self_attn,0.0029742412986102653,0.00021625564525355867,0.000135824029991273,0.0030448158449995245,0.0018211305965960334,0.9603085403448521,48138.260773032576,0.5981086178288454,32,Extreme gradient-to-weight scaling
memory_attention.layers.2.cross_attn_image,0.0025438210555245454,0.00014452802440325619,9.381467768552584e-05,0.0025897377013684338,0.0016435583452207186,0.9540793248096672,37380.89428032004,0.6346427842295581,32,Extreme gradient-to-weight scaling
memory_attention.layers.2.linear1,0.0019205773488319205,7.071840658184561e-05,4.654386166315742e-05,0.0019543428792477913,0.0012469608135303393,0.9935706981089717,397842.0629106871,0.6380460802304472,32,Extreme gradient-to-weight scaling
memory_attention.layers.2.linear2,0.0011902537102974234,0.00017516379997182133,0.00011281655344016899,0.0012123233636356493,0.0007511272281863516,0.963529633739022,127876.9823728914,0.6195766333610764,32,Extreme gradient-to-weight scaling
memory_attention.layers.2.norm1,0.000252415176468283,7.380782653613746e-05,4.922054579260119e-05,0.00025656875234033986,0.000165953577382743,0.9205840461970659,205.88621017313034,0.6468191308137348,32,Extreme gradient-to-weight scaling
memory_attention.layers.2.norm2,6.428931969931531e-05,1.1863841253035787e-05,1.1351406247048907e-05,6.537550290655421e-05,5.4018982759578106e-05,0.9136217693663713,116.92776080628441,0.8262878350135405,16,High gradient dynamics or heavy tails
memory_attention.layers.2.norm3,0.00017605553983989847,3.009021257303666e-05,1.9971705767866555e-05,0.00018007656095138218,0.00011433601151816367,0.9173710710371603,9123.436150511146,0.6349300037389796,32,Extreme gradient-to-weight scaling
memory_attention.layers.2.self_attn,0.0043673569531693995,0.0001527684127075197,9.602470000327945e-05,0.004438336082253109,0.002753130239418807,0.9722673451361746,123935.51640610861,0.6203068421130443,32,Extreme gradient-to-weight scaling
memory_attention.layers.3.cross_attn_image,0.0017968547176757618,0.0001074418066397938,7.081473535864212e-05,0.001834285253861484,0.00120469619231261,0.9647297074304199,115833.34908335295,0.6567660017854466,32,Extreme gradient-to-weight scaling
memory_attention.layers.3.linear1,0.0018963852904212044,6.872991535364179e-05,4.421232329307257e-05,0.0019341122716217307,0.001201225514174574,0.9942516556846808,331236.438221528,0.621073311926903,32,Extreme gradient-to-weight scaling
memory_attention.layers.3.linear2,0.001004937054353189,0.00014613471061335857,0.00010140010278530884,0.0010249191148635982,0.0006397804882063002,0.972026635481921,47388.18607300409,0.6242253451302308,32,Extreme gradient-to-weight scaling
memory_attention.layers.3.norm1,0.00022738524258159032,4.541735088917234e-05,3.1480728187721774e-05,0.00023133153231981435,0.00015797998976170672,0.9272882659178626,332.65503025306197,0.6829159353135672,32,Extreme gradient-to-weight scaling
memory_attention.layers.3.norm2,5.408062682283984e-05,8.862858634438915e-06,7.763487642769752e-06,5.476766836481965e-05,4.2476801672162564e-05,0.9189781955979647,176.17451208118936,0.7755817061485093,32,Extreme gradient-to-weight scaling
memory_attention.layers.3.norm3,0.00017927050073149198,3.751109144438256e-05,2.443727327175359e-05,0.00018297082314321222,0.0001132696543451768,0.9191440050325117,503.43485253412047,0.619058560263021,32,Extreme gradient-to-weight scaling
memory_attention.layers.3.self_attn,0.0030373967808996097,0.00010773831015184924,6.903366117009651e-05,0.003088816637677431,0.001955400190264291,0.9719582147463193,88767.60723573793,0.6330580347218706,32,Extreme gradient-to-weight scaling
memory_attention.norm.bias,0.00017729729716889958,0.00012086469235846638,8.68129005365054e-05,0.00018008365614768593,0.00012201884771094981,0.9361901003494708,3095.4714408635646,0.6775675834284629,32,Extreme gradient-to-weight scaling
memory_attention.norm.weight,0.00020804500509294266,1.3267627270585485e-05,8.880067810310452e-06,0.00021112676308949135,0.00013563056702852963,0.9741316442848343,826.063642571669,0.6424129515547928,32,Extreme gradient-to-weight scaling
memory_encoder.fuser.layers.0,0.0035379758160953554,0.00046526249798804395,0.0003372986966777984,0.0035887284665134557,0.0023678143331023705,0.9760564481508684,24042.141414383197,0.6597920002018889,32,Extreme gradient-to-weight scaling
memory_encoder.fuser.layers.1,0.0019128739376040533,0.00016501305622868237,0.00011555444925602465,0.0019477468490364076,0.0012814539997423283,0.9728449845146089,30459.688689710314,0.6579160943714484,32,Extreme gradient-to-weight scaling
memory_encoder.mask_downsampler.encoder.0,0.00897757350304079,0.022170335846566212,0.018354943494688435,0.009160940040410542,0.0072983653700682185,0.5932979255950757,325306.02436739096,0.796683019196046,32,Extreme gradient-to-weight scaling
memory_encoder.mask_downsampler.encoder.1,0.0005704481758839294,0.0007062791301552001,0.0005574443860416847,0.0005793366793937244,0.000430020503760783,0.5818604169282517,16.591087636467297,0.7422635559875119,4,Low-energy + moderate sparsity
memory_encoder.mask_downsampler.encoder.10,0.000719798429960737,0.00019300035252601126,0.00014646017209199482,0.000731809887992921,0.0005137814182557522,0.9660359769974929,144.22243372510445,0.7020695219968416,32,Extreme gradient-to-weight scaling
memory_encoder.mask_downsampler.encoder.12,0.0010868093751970837,0.0002794343394001365,0.00019010302512095277,0.0011055462963954481,0.0006939573547999557,0.9751983251342055,8428.725951559307,0.6277053770272238,32,Extreme gradient-to-weight scaling
memory_encoder.mask_downsampler.encoder.3,0.006699345087099573,0.014362679763736688,0.011559183153533182,0.00678941076594414,0.005040159849169392,0.8937445396675535,34376.74310642567,0.7423560045079264,32,Extreme gradient-to-weight scaling
memory_encoder.mask_downsampler.encoder.4,0.0005819157563292799,0.0006650742324909359,0.0005300811850111428,0.0005877081612449142,0.0004325634207431028,0.8037656485601097,37.253251443774396,0.7360173794878471,8,Default balance
memory_encoder.mask_downsampler.encoder.6,0.004829827919514212,0.007015122819257769,0.005304349488226016,0.004915601658698477,0.0033595570321830297,0.962381350050452,526159.6710524816,0.6834477782059648,32,Extreme gradient-to-weight scaling
